<-386.121758,199.681614,-0.500000>,<-0.544071,0.839039,0.000000,0.000000,-0.839039,-0.544071,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<c10_c25>,<-1>,<6254>
<-20.020144,233.887920,-0.500000>,<-0.992450,-0.122647,0.000000,0.000000,0.122647,-0.992450,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<c10_c25>,<-1>,<6574>
<255.088641,4.561238,-0.500000>,<-0.987204,-0.159464,0.000000,0.000000,0.159464,-0.987204,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<c10_c25>,<-1>,<4678>
<176.930117,361.957277,-0.500000>,<-0.885537,-0.464569,0.000000,0.000000,0.464569,-0.885537,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<c10_c25>,<-1>,<7647>
<173.716883,25.837217,-0.500000>,<-0.998691,0.051148,0.000000,0.000000,-0.051148,-0.998691,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<c10_c25>,<-1>,<4863>
<417.321882,-174.369250,-0.500000>,<0.914288,0.405064,0.000000,0.000000,-0.405064,0.914288,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<c10_c25>,<-1>,<3156>
<-285.890179,-201.990100,-0.500000>,<-0.355042,0.934850,0.000000,0.000000,-0.934850,-0.355042,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<c10_c25>,<-1>,<2903>
<93.072585,-283.197313,-0.500000>,<0.732284,-0.672548,-0.106956,0.000000,-0.680722,-0.718420,-0.143140,0.000000,0.019429,0.177627,-0.983906,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<2264>
<-84.530946,441.637860,-0.500000>,<0.502193,-0.304688,-0.809301,0.000000,-0.710260,-0.679186,-0.185033,0.000000,-0.493288,0.667736,-0.557490,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<8296>
<361.952964,-390.010845,-0.500000>,<-0.524842,-0.382176,-0.760580,0.000000,-0.802206,0.520856,0.291847,0.000000,0.284615,0.763315,-0.579951,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<1423>
<-436.380394,80.861633,-0.500000>,<0.824012,-0.489745,0.284876,0.000000,-0.558046,-0.614649,0.557488,0.000000,-0.097928,-0.618350,-0.779778,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<5290>
<422.883904,443.920806,-0.500000>,<-0.180291,0.775599,0.604931,0.000000,-0.258226,-0.630759,0.731753,0.000000,0.949112,-0.024281,0.314000,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<8340>
<42.259589,297.122214,-0.500000>,<0.850300,0.210382,0.482420,0.000000,0.222100,-0.974449,0.033488,0.000000,0.477138,0.078671,-0.875300,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<7059>
<217.046422,-26.944581,-0.500000>,<0.062927,-0.856679,-0.511997,0.000000,-0.694174,-0.406158,0.594271,0.000000,-0.717051,0.318019,-0.620243,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<4386>
<42.656869,259.313385,-0.500000>,<0.886957,0.460756,0.031802,0.000000,-0.461853,0.884832,0.061355,0.000000,0.000130,-0.069107,0.997609,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<6771>
<-444.142452,-236.031619,-0.500000>,<-0.110528,0.678699,0.726052,0.000000,0.889510,-0.258322,0.376885,0.000000,0.443347,0.687487,-0.575157,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<2601>
<-134.465162,485.554713,-0.500000>,<-0.916732,-0.358004,-0.177300,0.000000,-0.163436,-0.068887,0.984146,0.000000,-0.364542,0.931175,0.004640,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<8676>
<304.530072,389.842648,-0.500000>,<-0.212655,-0.044301,0.976122,0.000000,0.966173,-0.158694,0.203286,0.000000,0.145899,0.986334,0.076549,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<7850>
<-42.012809,-300.642604,-0.500000>,<0.830793,-0.392199,0.394921,0.000000,-0.263519,-0.902156,-0.341574,0.000000,0.490245,0.179708,-0.852857,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<2060>
<-367.856084,283.335778,-0.500000>,<-0.205070,-0.589441,0.781349,0.000000,-0.762820,0.596437,0.249738,0.000000,-0.613231,-0.544814,-0.571949,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<6928>
<85.316917,-145.148088,-0.500000>,<0.244917,0.949814,0.194601,0.000000,-0.939568,0.182991,0.289355,0.000000,0.239223,-0.253709,0.937232,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<3415>
<82.481744,-51.933664,-0.500000>,<0.231493,0.798281,0.556020,0.000000,0.685380,-0.539445,0.489135,0.000000,0.690409,0.267854,-0.672004,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<4183>
<155.801629,-297.709323,-0.500000>,<0.936126,0.250387,0.246931,0.000000,-0.340937,0.818308,0.462747,0.000000,-0.086200,-0.517377,0.851405,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<2173>
<469.378310,-494.334046,-0.500000>,<-0.604587,-0.659970,0.445997,0.000000,-0.474346,-0.151503,-0.867204,0.000000,0.639899,-0.735857,-0.221457,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<568>
<82.805831,54.409132,-0.500000>,<0.969869,-0.171851,-0.172690,0.000000,0.224721,0.904819,0.361668,0.000000,0.094100,-0.389577,0.916174,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<5047>
<94.934988,315.659349,-0.500000>,<-0.843137,-0.030578,0.536829,0.000000,-0.081583,0.994098,-0.071508,0.000000,-0.531474,-0.104087,-0.840655,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<7256>
<-458.222592,45.284382,-0.500000>,<-0.603651,-0.063029,-0.794753,0.000000,-0.292322,0.944940,0.147092,0.000000,0.741723,0.321116,-0.588839,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<5000>
<-303.983815,212.632254,-0.500000>,<0.534466,0.833217,-0.141762,0.000000,0.228382,0.019114,0.973384,0.000000,0.813749,-0.552616,-0.180076,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<6357>
<-422.336057,314.916642,-0.500000>,<0.016354,0.544332,-0.838710,0.000000,0.908989,0.341322,0.239246,0.000000,0.416499,-0.766291,-0.489210,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<7211>
<337.473692,6.511327,-0.500000>,<0.954312,-0.298422,0.015224,0.000000,0.072547,0.181969,-0.980624,0.000000,0.289870,0.936927,0.195305,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<4685>
<486.188412,215.293819,-0.500000>,<-0.512883,-0.141042,0.846793,0.000000,-0.762832,0.527316,-0.374200,0.000000,-0.393750,-0.837881,-0.378043,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<6426>
<-306.035585,418.847436,-0.500000>,<0.213601,-0.095303,-0.972261,0.000000,-0.162757,0.977849,-0.131608,0.000000,0.963268,0.186354,0.193358,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<8085>
<486.582079,145.407149,-0.500000>,<0.730110,0.490058,-0.476216,0.000000,0.669955,-0.650565,0.357666,0.000000,-0.134533,-0.580179,-0.803301,0.000000,0.000000,0.000000,0.000000,1.000000>,<25.000000>,<s10_s25>,<-1>,<5850>
<412.798771,227.986587,-0.500000>,<0.258536,0.015802,-0.965872,0.000000,-0.731146,-0.650267,-0.206345,0.000000,-0.631335,0.759542,-0.156564,0.000000,0.000000,0.000000,0.000000,1.000000>,<15.000000>,<s10_s15>,<-1>,<6515>
